post1,control,dish1,n0,0.9956656098365784,0.0027008086908608675,0.0016335347900167108,0.0
post1,control,dish1,n1,0.9956715106964111,0.002695268951356411,0.00163320975843817,0.0
post1,control,dish1,n2,0.9957020878791809,0.0026640731375664473,0.0016338883433490992,0.0
post1,control,dish1,n3,0.9957166314125061,0.002648521214723587,0.0016347960336133838,0.0
post1,control,dish1,n4,0.9956972599029541,0.0026682617608457804,0.0016344141913577914,0.0
post1,control,dish1,n5,0.995627760887146,0.002731594955548644,0.0016405823407694697,0.0
post1,control,dish1,n6,0.9951925277709961,0.0032605950254946947,0.0015468868659809232,0.0
post1,control,dish1,n7,0.994078516960144,0.004518554545938969,0.0014029216254130006,0.0
post1,control,dish1,n8,0.9929153919219971,0.005785214714705944,0.0012994306161999702,0.0
post1,control,dish1,n9,0.9918545484542847,0.006915133912116289,0.0012302157701924443,0.0
post1,control,dish1,n10,0.9917546510696411,0.00702084694057703,0.0012245029211044312,0.0
post1,control,dish1,n11,0.9926642179489136,0.006054000463336706,0.0012817492242902517,0.0
post1,control,dish1,n12,0.9942083358764648,0.00437549501657486,0.001416139886714518,0.0
post1,control,dish1,n13,0.9952912330627441,0.003141314024105668,0.0015675130998715758,0.0
post1,control,dish1,n14,0.9956352114677429,0.002724803751334548,0.001639906084164977,0.0
post1,control,dish1,n15,0.9956581592559814,0.0027055880054831505,0.0016362600727006793,0.0
post1,control,dish1,n16,0.9956591129302979,0.0027055905666202307,0.0016353176906704903,0.0
post1,control,dish1,n17,0.99566251039505,0.0027029060292989016,0.0016345959156751633,0.0
post1,control,dish1,n18,0.995667040348053,0.002698976080864668,0.0016339949797838926,0.0
post1,control,dish1,n19,0.9956638216972351,0.0027016717940568924,0.0016345256008207798,0.0
post1,control,dish1,n20,0.9956328868865967,0.002737136324867606,0.001630122191272676,0.0
post1,control,dish1,n21,0.9955430626869202,0.002849132288247347,0.0016078040935099125,0.0
post1,control,dish1,n22,0.9954831600189209,0.002922692336142063,0.0015941583551466465,0.0
post1,control,dish1,n23,0.9954496026039124,0.0029641040600836277,0.0015862922882661223,0.0
post1,control,dish1,n24,0.9953794479370117,0.0030524369794875383,0.0015680189244449139,0.0
post1,control,dish1,n25,0.995201826095581,0.00326409749686718,0.0015340980608016253,0.0
post1,control,dish1,n26,0.9951751828193665,0.003288280451670289,0.001536578987725079,0.0
post1,control,dish1,n27,0.99528968334198,0.003151108743622899,0.0015591966221109033,0.0
post1,control,dish1,n28,0.9955671429634094,0.0028175408951938152,0.0016154164914041758,0.0
post1,control,dish1,n29,0.9956801533699036,0.0026792800053954124,0.001640634029172361,0.0
post1,control,dish1,n30,0.9957159161567688,0.002641879953444004,0.001642251037992537,0.0
post1,control,dish1,n31,0.9957408905029297,0.0026162925641983747,0.0016428556991741061,0.0
post1,control,dish1,n32,0.9957591891288757,0.002598173450678587,0.0016426601214334369,0.0
post1,control,dish1,n33,0.9957578778266907,0.0026008642744272947,0.0016412502154707909,0.0
post1,control,dish1,n34,0.9957379102706909,0.002622573636472225,0.0016394790727645159,0.0
post1,control,dish1,n35,0.9957078099250793,0.002653850009664893,0.0016383613692596555,0.0
post1,control,dish1,n36,0.9956575632095337,0.0027015134692192078,0.0016409134259447455,0.0
post1,control,dish1,n37,0.9954915642738342,0.002892078598961234,0.0016164828557521105,0.0
post1,control,dish1,n38,0.9951397180557251,0.003319529118016362,0.0015408052131533623,0.0
post1,control,dish1,n39,0.9952893257141113,0.0031518011819571257,0.0015588818350806832,0.0
post1,control,dish1,n40,0.9956616759300232,0.002699725329875946,0.0016385301714763045,0.0
post1,control,dish1,n41,0.9957205653190613,0.0026420739013701677,0.0016373558901250362,0.0
post1,control,dish1,n42,0.9956713914871216,0.002684410195797682,0.0016443132190033793,0.0
post1,control,dish1,n43,0.9828095436096191,0.0008825468830764294,0.016307812184095383,0.0
post1,control,dish1,n44,0.8192964196205139,0.0017021483508870006,0.17900148034095764,0.0
post1,control,dish1,n45,0.6233980655670166,0.0029599133413285017,0.37364208698272705,0.0
post1,control,dish1,n46,0.551358699798584,0.003660276299342513,0.44498103857040405,0.0
post1,control,dish1,n47,0.5385294556617737,0.0038599311374127865,0.4576106071472168,0.0
post1,control,dish1,n48,0.5815098285675049,0.003465343499556184,0.4150248169898987,0.0
post1,control,dish1,n49,0.6688701510429382,0.0026602973230183125,0.32846957445144653,0.0
post1,control,dish1,n50,0.7951533198356628,0.0018624882213771343,0.20298416912555695,0.0
post1,control,dish1,n51,0.907413125038147,0.001266078557819128,0.09132080525159836,0.0
post1,control,dish1,n52,0.974663257598877,0.0009419257403351367,0.024394849315285683,0.0
